,7,15,20,30,50
7,1.0,0.23382710285249478,0.009122410297294178,4.249174841399412e-06,4.27480213870472e-13
15,0.23382710285249478,1.0,1.0,0.052656131033980154,1.2555033507569745e-06
20,0.009122410297294178,1.0,1.0,0.8165532562019306,0.00022746871534748224
30,4.249174841399412e-06,0.052656131033980154,0.8165532562019306,1.0,0.12599049869385542
50,4.27480213870472e-13,1.2555033507569745e-06,0.00022746871534748224,0.12599049869385542,1.0
