Variable,H_statistic,p_value,Significant
metric_type,26.438746712954412,2.720286376420175e-07,True
source,4.09705088761449,0.042958082891519964,True
threshold,27.714903315400115,4.168505933466814e-06,True
window,1.6594193302547153,0.19768174295517668,False
comparison,154.8027969620657,1.5462825863395567e-35,True
radius,20.972045963683783,0.0003207360399562958,True
