,7,15,20,30,50
7,1.0,1.0,0.3780865758174079,0.02001106976115924,0.0001955424065718743
15,1.0,1.0,1.0,1.0,0.048643295302874257
20,0.3780865758174079,1.0,1.0,1.0,0.2830754578959419
30,0.02001106976115924,1.0,1.0,1.0,1.0
50,0.0001955424065718743,0.048643295302874257,0.2830754578959419,1.0,1.0
