Variable,H_statistic,p_value,Significant
source,184.12870166112975,6.081522560853173e-42,True
tag,26.16657807308968,0.024652766941396963,True
comparison,1.4769771871539206,0.22424806895486266,False
radius,19.19881284606879,0.0007183106507241192,True
