date,sipon,isPartial
2021-02-02,73,False
2021-02-03,76,False
2021-02-04,70,False
2021-02-05,89,False
2021-02-06,0,False
2021-02-07,99,False
2021-02-08,80,False
2021-02-09,77,False
2021-02-10,60,False
2021-02-11,78,False
2021-02-12,71,False
2021-02-13,81,False
2021-02-14,74,False
2021-02-15,61,False
2021-02-16,90,False
2021-02-17,78,False
2021-02-18,59,False
2021-02-19,52,False
2021-02-20,94,False
2021-02-21,100,False
2021-02-22,53,False
2021-02-23,0,False
2021-02-24,84,False
2021-02-25,70,False
2021-02-26,79,False
2021-02-27,72,False
2021-02-28,56,False
2021-03-01,52,False
2021-03-02,75,False
2021-03-03,91,False
2021-03-04,75,False
