date,sipon,isPartial
2020-07-01,74,False
2020-07-02,68,False
2020-07-03,70,False
2020-07-04,67,False
2020-07-05,49,False
2020-07-06,51,False
2020-07-07,59,False
2020-07-08,55,False
2020-07-09,42,False
2020-07-10,54,False
2020-07-11,58,False
2020-07-12,55,False
2020-07-13,61,False
2020-07-14,49,False
2020-07-15,69,False
2020-07-16,36,False
2020-07-17,65,False
2020-07-18,54,False
2020-07-19,53,False
2020-07-20,77,False
2020-07-21,62,False
2020-07-22,72,False
2020-07-23,67,False
2020-07-24,50,False
2020-07-25,39,False
2020-07-26,100,False
2020-07-27,33,False
2020-07-28,65,False
2020-07-29,60,False
2020-07-30,43,False
2020-07-31,51,False
