date,sipon,isPartial
2020-03-16,100,False
2020-03-17,96,False
2020-03-18,63,False
2020-03-19,64,False
2020-03-20,66,False
2020-03-21,44,False
2020-03-22,72,False
2020-03-23,38,False
2020-03-24,59,False
2020-03-25,77,False
2020-03-26,83,False
2020-03-27,63,False
2020-03-28,69,False
2020-03-29,57,False
2020-03-30,51,False
2020-03-31,54,False
2020-04-01,53,False
2020-04-02,43,False
2020-04-03,32,False
2020-04-04,37,False
2020-04-05,47,False
2020-04-06,32,False
2020-04-07,31,False
2020-04-08,49,False
2020-04-09,0,False
2020-04-10,0,False
2020-04-11,56,False
2020-04-12,73,False
2020-04-13,0,False
2020-04-14,34,False
2020-04-15,51,False
