date,sipon,isPartial
2020-06-09,0,False
2020-06-10,48,False
2020-06-11,32,False
2020-06-12,43,False
2020-06-13,48,False
2020-06-14,69,False
2020-06-15,67,False
2020-06-16,59,False
2020-06-17,56,False
2020-06-18,54,False
2020-06-19,64,False
2020-06-20,52,False
2020-06-21,56,False
2020-06-22,55,False
2020-06-23,76,False
2020-06-24,56,False
2020-06-25,61,False
2020-06-26,70,False
2020-06-27,78,False
2020-06-28,82,False
2020-06-29,75,False
2020-06-30,50,False
2020-07-01,100,False
2020-07-02,92,False
2020-07-03,96,False
2020-07-04,92,False
2020-07-05,67,False
2020-07-06,70,False
2020-07-07,81,False
2020-07-08,75,False
2020-07-09,57,False
