date,sipon,isPartial
2020-08-26,0,False
2020-08-27,89,False
2020-08-28,81,False
2020-08-29,78,False
2020-08-30,64,False
2020-08-31,0,False
2020-09-01,58,False
2020-09-02,54,False
2020-09-03,54,False
2020-09-04,83,False
2020-09-05,87,False
2020-09-06,75,False
2020-09-07,0,False
2020-09-08,65,False
2020-09-09,44,False
2020-09-10,69,False
2020-09-11,69,False
2020-09-12,84,False
2020-09-13,80,False
2020-09-14,82,False
2020-09-15,72,False
2020-09-16,76,False
2020-09-17,73,False
2020-09-18,75,False
2020-09-19,100,False
2020-09-20,80,False
2020-09-21,46,False
2020-09-22,66,False
2020-09-23,94,False
2020-09-24,70,False
2020-09-25,53,False
