date,sipon,isPartial
2020-05-28,0,False
2020-05-29,0,False
2020-05-30,0,False
2020-05-31,0,False
2020-06-01,63,False
2020-06-02,0,False
2020-06-03,0,False
2020-06-04,0,False
2020-06-05,0,False
2020-06-06,57,False
2020-06-07,67,False
2020-06-08,0,False
2020-06-09,0,False
2020-06-10,61,False
2020-06-11,41,False
2020-06-12,55,False
2020-06-13,62,False
2020-06-14,89,False
2020-06-15,87,False
2020-06-16,76,False
2020-06-17,72,False
2020-06-18,69,False
2020-06-19,82,False
2020-06-20,67,False
2020-06-21,71,False
2020-06-22,70,False
2020-06-23,97,False
2020-06-24,72,False
2020-06-25,78,False
2020-06-26,89,False
2020-06-27,100,False
