date,sipon,isPartial
2020-03-19,94,False
2020-03-20,77,False
2020-03-21,53,False
2020-03-22,100,False
2020-03-23,58,False
2020-03-24,69,False
2020-03-25,81,False
2020-03-26,89,False
2020-03-27,90,False
2020-03-28,91,False
2020-03-29,66,False
2020-03-30,95,False
2020-03-31,73,False
2020-04-01,49,False
2020-04-02,82,False
2020-04-03,42,False
2020-04-04,45,False
2020-04-05,70,False
2020-04-06,44,False
2020-04-07,38,False
2020-04-08,46,False
2020-04-09,0,False
2020-04-10,0,False
2020-04-11,66,False
2020-04-12,92,False
2020-04-13,57,False
2020-04-14,0,False
2020-04-15,50,False
2020-04-16,48,False
2020-04-17,48,False
2020-04-18,42,False
