date,sipon,isPartial
2020-08-29,68,False
2020-08-30,55,False
2020-08-31,0,False
2020-09-01,51,False
2020-09-02,47,False
2020-09-03,47,False
2020-09-04,72,False
2020-09-05,75,False
2020-09-06,65,False
2020-09-07,0,False
2020-09-08,57,False
2020-09-09,38,False
2020-09-10,60,False
2020-09-11,60,False
2020-09-12,73,False
2020-09-13,69,False
2020-09-14,71,False
2020-09-15,63,False
2020-09-16,66,False
2020-09-17,64,False
2020-09-18,65,False
2020-09-19,87,False
2020-09-20,69,False
2020-09-21,40,False
2020-09-22,58,False
2020-09-23,82,False
2020-09-24,61,False
2020-09-25,46,False
2020-09-26,75,False
2020-09-27,88,False
2020-09-28,100,False
