date,sipon,isPartial
2021-02-13,74,False
2021-02-14,52,False
2021-02-15,71,False
2021-02-16,79,False
2021-02-17,79,False
2021-02-18,79,False
2021-02-19,67,False
2021-02-20,90,False
2021-02-21,77,False
2021-02-22,75,False
2021-02-23,43,False
2021-02-24,83,False
2021-02-25,67,False
2021-02-26,56,False
2021-02-27,96,False
2021-02-28,79,False
2021-03-01,47,False
2021-03-02,67,False
2021-03-03,84,False
2021-03-04,73,False
2021-03-05,0,False
2021-03-06,43,False
2021-03-07,91,False
2021-03-08,85,False
2021-03-09,51,False
2021-03-10,75,False
2021-03-11,57,False
2021-03-12,100,False
2021-03-13,74,False
2021-03-14,50,False
2021-03-15,96,False
