date,sipon,isPartial
2020-09-10,53,False
2020-09-11,53,False
2020-09-12,64,False
2020-09-13,61,False
2020-09-14,62,False
2020-09-15,55,False
2020-09-16,58,False
2020-09-17,56,False
2020-09-18,57,False
2020-09-19,76,False
2020-09-20,61,False
2020-09-21,35,False
2020-09-22,51,False
2020-09-23,72,False
2020-09-24,54,False
2020-09-25,40,False
2020-09-26,66,False
2020-09-27,78,False
2020-09-28,88,False
2020-09-29,0,False
2020-09-30,55,False
2020-10-01,45,False
2020-10-02,100,False
2020-10-03,88,False
2020-10-04,55,False
2020-10-05,50,False
2020-10-06,73,False
2020-10-07,0,False
2020-10-08,0,False
2020-10-09,66,False
2020-10-10,91,False
