date,sipon,isPartial
2020-12-20,67,False
2020-12-21,68,False
2020-12-22,67,False
2020-12-23,71,False
2020-12-24,79,False
2020-12-25,0,False
2020-12-26,59,False
2020-12-27,67,False
2020-12-28,78,False
2020-12-29,72,False
2020-12-30,90,False
2020-12-31,0,False
2021-01-01,93,False
2021-01-02,75,False
2021-01-03,63,False
2021-01-04,63,False
2021-01-05,62,False
2021-01-06,61,False
2021-01-07,64,False
2021-01-08,67,False
2021-01-09,97,False
2021-01-10,100,False
2021-01-11,89,False
2021-01-12,81,False
2021-01-13,58,False
2021-01-14,56,False
2021-01-15,60,False
2021-01-16,72,False
2021-01-17,55,False
2021-01-18,49,False
2021-01-19,76,False
