date,sipon,isPartial
2021-01-12,91,False
2021-01-13,66,False
2021-01-14,63,False
2021-01-15,68,False
2021-01-16,82,False
2021-01-17,63,False
2021-01-18,56,False
2021-01-19,87,False
2021-01-20,74,False
2021-01-21,50,False
2021-01-22,82,False
2021-01-23,50,False
2021-01-24,58,False
2021-01-25,45,False
2021-01-26,0,False
2021-01-27,49,False
2021-01-28,64,False
2021-01-29,53,False
2021-01-30,72,False
2021-01-31,100,False
2021-02-01,56,False
2021-02-02,71,False
2021-02-03,82,False
2021-02-04,43,False
2021-02-05,82,False
2021-02-06,64,False
2021-02-07,87,False
2021-02-08,65,False
2021-02-09,57,False
2021-02-10,65,False
2021-02-11,59,False
