date,sipon,isPartial
2021-02-08,70,False
2021-02-09,61,False
2021-02-10,70,False
2021-02-11,63,False
2021-02-12,79,False
2021-02-13,78,False
2021-02-14,55,False
2021-02-15,74,False
2021-02-16,82,False
2021-02-17,82,False
2021-02-18,82,False
2021-02-19,70,False
2021-02-20,94,False
2021-02-21,81,False
2021-02-22,78,False
2021-02-23,45,False
2021-02-24,87,False
2021-02-25,70,False
2021-02-26,59,False
2021-02-27,100,False
2021-02-28,83,False
2021-03-01,49,False
2021-03-02,70,False
2021-03-03,88,False
2021-03-04,76,False
2021-03-05,0,False
2021-03-06,45,False
2021-03-07,95,False
2021-03-08,89,False
2021-03-09,53,False
2021-03-10,79,False
