date,sipon,isPartial
2020-03-25,93,False
2020-03-26,100,False
2020-03-27,76,False
2020-03-28,83,False
2020-03-29,69,False
2020-03-30,62,False
2020-03-31,65,False
2020-04-01,64,False
2020-04-02,52,False
2020-04-03,39,False
2020-04-04,45,False
2020-04-05,57,False
2020-04-06,39,False
2020-04-07,38,False
2020-04-08,60,False
2020-04-09,0,False
2020-04-10,0,False
2020-04-11,67,False
2020-04-12,88,False
2020-04-13,0,False
2020-04-14,42,False
2020-04-15,62,False
2020-04-16,48,False
2020-04-17,38,False
2020-04-18,0,False
2020-04-19,41,False
2020-04-20,44,False
2020-04-21,40,False
2020-04-22,50,False
2020-04-23,53,False
2020-04-24,57,False
