date,sipon,isPartial
2020-08-20,61,False
2020-08-21,100,False
2020-08-22,67,False
2020-08-23,51,False
2020-08-24,54,False
2020-08-25,78,False
2020-08-26,0,False
2020-08-27,69,False
2020-08-28,63,False
2020-08-29,61,False
2020-08-30,50,False
2020-08-31,0,False
2020-09-01,46,False
2020-09-02,42,False
2020-09-03,43,False
2020-09-04,65,False
2020-09-05,68,False
2020-09-06,59,False
2020-09-07,0,False
2020-09-08,51,False
2020-09-09,35,False
2020-09-10,54,False
2020-09-11,54,False
2020-09-12,66,False
2020-09-13,62,False
2020-09-14,64,False
2020-09-15,56,False
2020-09-16,59,False
2020-09-17,58,False
2020-09-18,59,False
2020-09-19,78,False
