date,sipon,isPartial
2020-10-01,60,False
2020-10-02,80,False
2020-10-03,85,False
2020-10-04,94,False
2020-10-05,56,False
2020-10-06,86,False
2020-10-07,78,False
2020-10-08,50,False
2020-10-09,71,False
2020-10-10,76,False
2020-10-11,56,False
2020-10-12,88,False
2020-10-13,83,False
2020-10-14,94,False
2020-10-15,72,False
2020-10-16,60,False
2020-10-17,60,False
2020-10-18,72,False
2020-10-19,74,False
2020-10-20,74,False
2020-10-21,79,False
2020-10-22,90,False
2020-10-23,85,False
2020-10-24,100,False
2020-10-25,92,False
2020-10-26,57,False
2020-10-27,74,False
2020-10-28,47,False
2020-10-29,0,False
2020-10-30,83,False
2020-10-31,81,False
