date,sipon,isPartial
2020-06-20,49,False
2020-06-21,53,False
2020-06-22,52,False
2020-06-23,72,False
2020-06-24,53,False
2020-06-25,58,False
2020-06-26,66,False
2020-06-27,74,False
2020-06-28,77,False
2020-06-29,72,False
2020-06-30,48,False
2020-07-01,95,False
2020-07-02,87,False
2020-07-03,91,False
2020-07-04,87,False
2020-07-05,64,False
2020-07-06,66,False
2020-07-07,77,False
2020-07-08,71,False
2020-07-09,54,False
2020-07-10,70,False
2020-07-11,74,False
2020-07-12,71,False
2020-07-13,79,False
2020-07-14,63,False
2020-07-15,89,False
2020-07-16,46,False
2020-07-17,84,False
2020-07-18,70,False
2020-07-19,69,False
2020-07-20,100,False
