date,sipon,isPartial
2020-08-04,55,False
2020-08-05,64,False
2020-08-06,50,False
2020-08-07,47,False
2020-08-08,47,False
2020-08-09,58,False
2020-08-10,37,False
2020-08-11,43,False
2020-08-12,55,False
2020-08-13,31,False
2020-08-14,57,False
2020-08-15,47,False
2020-08-16,100,False
2020-08-17,47,False
2020-08-18,49,False
2020-08-19,33,False
2020-08-20,83,False
2020-08-21,89,False
2020-08-22,54,False
2020-08-23,50,False
2020-08-24,39,False
2020-08-25,36,False
2020-08-26,0,False
2020-08-27,59,False
2020-08-28,57,False
2020-08-29,40,False
2020-08-30,65,False
2020-08-31,0,False
2020-09-01,37,False
2020-09-02,35,False
2020-09-03,34,False
