date,sipon,isPartial
2021-02-12,63,False
2021-02-13,72,False
2021-02-14,66,False
2021-02-15,54,False
2021-02-16,80,False
2021-02-17,70,False
2021-02-18,52,False
2021-02-19,46,False
2021-02-20,84,False
2021-02-21,89,False
2021-02-22,47,False
2021-02-23,0,False
2021-02-24,75,False
2021-02-25,63,False
2021-02-26,70,False
2021-02-27,64,False
2021-02-28,49,False
2021-03-01,47,False
2021-03-02,67,False
2021-03-03,81,False
2021-03-04,67,False
2021-03-05,60,False
2021-03-06,77,False
2021-03-07,83,False
2021-03-08,79,False
2021-03-09,53,False
2021-03-10,69,False
2021-03-11,65,False
2021-03-12,100,False
2021-03-13,98,False
2021-03-14,62,False
