date,sipon,isPartial
2020-10-26,50,False
2020-10-27,65,False
2020-10-28,41,False
2020-10-29,0,False
2020-10-30,73,False
2020-10-31,71,False
2020-11-01,63,False
2020-11-02,89,False
2020-11-03,77,False
2020-11-04,89,False
2020-11-05,43,False
2020-11-06,72,False
2020-11-07,0,False
2020-11-08,83,False
2020-11-09,53,False
2020-11-10,70,False
2020-11-11,69,False
2020-11-12,92,False
2020-11-13,89,False
2020-11-14,60,False
2020-11-15,74,False
2020-11-16,67,False
2020-11-17,65,False
2020-11-18,84,False
2020-11-19,50,False
2020-11-20,87,False
2020-11-21,91,False
2020-11-22,100,False
2020-11-23,86,False
2020-11-24,80,False
2020-11-25,78,False
