date,sipon,isPartial
2020-08-14,54,False
2020-08-15,42,False
2020-08-16,100,False
2020-08-17,54,False
2020-08-18,53,False
2020-08-19,38,False
2020-08-20,52,False
2020-08-21,85,False
2020-08-22,57,False
2020-08-23,43,False
2020-08-24,46,False
2020-08-25,66,False
2020-08-26,0,False
2020-08-27,59,False
2020-08-28,54,False
2020-08-29,52,False
2020-08-30,42,False
2020-08-31,0,False
2020-09-01,39,False
2020-09-02,36,False
2020-09-03,36,False
2020-09-04,55,False
2020-09-05,58,False
2020-09-06,50,False
2020-09-07,0,False
2020-09-08,43,False
2020-09-09,29,False
2020-09-10,46,False
2020-09-11,46,False
2020-09-12,56,False
2020-09-13,53,False
