date,sipon,isPartial
2020-11-30,100,False
2020-12-01,100,False
2020-12-02,92,False
2020-12-03,81,False
2020-12-04,66,False
2020-12-05,72,False
2020-12-06,55,False
2020-12-07,48,False
2020-12-08,94,False
2020-12-09,0,False
2020-12-10,55,False
2020-12-11,0,False
2020-12-12,80,False
2020-12-13,52,False
2020-12-14,86,False
2020-12-15,74,False
2020-12-16,90,False
2020-12-17,0,False
2020-12-18,60,False
2020-12-19,52,False
2020-12-20,62,False
2020-12-21,62,False
2020-12-22,75,False
2020-12-23,55,False
2020-12-24,49,False
2020-12-25,58,False
2020-12-26,52,False
2020-12-27,76,False
2020-12-28,90,False
2020-12-29,86,False
2020-12-30,85,False
