date,sipon,isPartial
2020-08-17,46,False
2020-08-18,56,False
2020-08-19,41,False
2020-08-20,66,False
2020-08-21,85,False
2020-08-22,73,False
2020-08-23,41,False
2020-08-24,52,False
2020-08-25,75,False
2020-08-26,34,False
2020-08-27,80,False
2020-08-28,46,False
2020-08-29,55,False
2020-08-30,65,False
2020-08-31,0,False
2020-09-01,49,False
2020-09-02,44,False
2020-09-03,0,False
2020-09-04,50,False
2020-09-05,46,False
2020-09-06,58,False
2020-09-07,0,False
2020-09-08,60,False
2020-09-09,36,False
2020-09-10,0,False
2020-09-11,100,False
2020-09-12,58,False
2020-09-13,60,False
2020-09-14,59,False
2020-09-15,54,False
2020-09-16,63,False
