date,sipon,isPartial
2020-08-28,79,False
2020-08-29,77,False
2020-08-30,62,False
2020-08-31,0,False
2020-09-01,57,False
2020-09-02,53,False
2020-09-03,53,False
2020-09-04,82,False
2020-09-05,85,False
2020-09-06,74,False
2020-09-07,0,False
2020-09-08,64,False
2020-09-09,43,False
2020-09-10,68,False
2020-09-11,68,False
2020-09-12,82,False
2020-09-13,78,False
2020-09-14,80,False
2020-09-15,71,False
2020-09-16,74,False
2020-09-17,72,False
2020-09-18,74,False
2020-09-19,98,False
2020-09-20,78,False
2020-09-21,46,False
2020-09-22,65,False
2020-09-23,93,False
2020-09-24,69,False
2020-09-25,52,False
2020-09-26,85,False
2020-09-27,100,False
