date,social distancing,isPartial
2020-08-20,62,False
2020-08-21,0,False
2020-08-22,66,False
2020-08-23,0,False
2020-08-24,80,False
2020-08-25,70,False
2020-08-26,0,False
2020-08-27,70,False
2020-08-28,55,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,83,False
2020-09-01,55,False
2020-09-02,0,False
2020-09-03,0,False
2020-09-04,89,False
2020-09-05,0,False
2020-09-06,59,False
2020-09-07,0,False
2020-09-08,72,False
2020-09-09,0,False
2020-09-10,61,False
2020-09-11,49,False
2020-09-12,0,False
2020-09-13,64,False
2020-09-14,81,False
2020-09-15,70,False
2020-09-16,99,False
2020-09-17,93,False
2020-09-18,80,False
2020-09-19,100,False
