date,social distancing,isPartial
2020-10-01,100,False
2020-10-02,27,False
2020-10-03,21,False
2020-10-04,13,False
2020-10-05,14,False
2020-10-06,18,False
2020-10-07,27,False
2020-10-08,22,False
2020-10-09,23,False
2020-10-10,15,False
2020-10-11,16,False
2020-10-12,19,False
2020-10-13,13,False
2020-10-14,14,False
2020-10-15,17,False
2020-10-16,16,False
2020-10-17,17,False
2020-10-18,0,False
2020-10-19,11,False
2020-10-20,0,False
2020-10-21,0,False
2020-10-22,24,False
2020-10-23,0,False
2020-10-24,0,False
2020-10-25,18,False
2020-10-26,21,False
2020-10-27,12,False
2020-10-28,0,False
2020-10-29,12,False
2020-10-30,0,False
2020-10-31,0,False
