date,social distancing,isPartial
2020-03-16,100,False
2020-03-17,64,False
2020-03-18,59,False
2020-03-19,50,False
2020-03-20,52,False
2020-03-21,33,False
2020-03-22,44,False
2020-03-23,36,False
2020-03-24,48,False
2020-03-25,44,False
2020-03-26,23,False
2020-03-27,39,False
2020-03-28,26,False
2020-03-29,26,False
2020-03-30,31,False
2020-03-31,26,False
2020-04-01,24,False
2020-04-02,25,False
2020-04-03,19,False
2020-04-04,22,False
2020-04-05,19,False
2020-04-06,22,False
2020-04-07,24,False
2020-04-08,20,False
2020-04-09,17,False
2020-04-10,0,False
2020-04-11,17,False
2020-04-12,18,False
2020-04-13,25,False
2020-04-14,26,False
2020-04-15,30,False
