date,social distancing,isPartial
2020-06-03,97,False
2020-06-04,100,False
2020-06-05,83,False
2020-06-06,77,False
2020-06-07,67,False
2020-06-08,68,False
2020-06-09,77,False
2020-06-10,71,False
2020-06-11,74,False
2020-06-12,52,False
2020-06-13,39,False
2020-06-14,67,False
2020-06-15,79,False
2020-06-16,69,False
2020-06-17,72,False
2020-06-18,43,False
2020-06-19,63,False
2020-06-20,68,False
2020-06-21,46,False
2020-06-22,63,False
2020-06-23,48,False
2020-06-24,48,False
2020-06-25,61,False
2020-06-26,60,False
2020-06-27,43,False
2020-06-28,0,False
2020-06-29,70,False
2020-06-30,45,False
2020-07-01,44,False
2020-07-02,65,False
2020-07-03,39,False
