date,social distancing,isPartial
2020-08-31,43,False
2020-09-01,28,False
2020-09-02,0,False
2020-09-03,0,False
2020-09-04,46,False
2020-09-05,0,False
2020-09-06,30,False
2020-09-07,0,False
2020-09-08,37,False
2020-09-09,0,False
2020-09-10,31,False
2020-09-11,25,False
2020-09-12,0,False
2020-09-13,33,False
2020-09-14,42,False
2020-09-15,36,False
2020-09-16,51,False
2020-09-17,48,False
2020-09-18,41,False
2020-09-19,51,False
2020-09-20,56,False
2020-09-21,65,False
2020-09-22,50,False
2020-09-23,24,False
2020-09-24,32,False
2020-09-25,0,False
2020-09-26,0,False
2020-09-27,35,False
2020-09-28,37,False
2020-09-29,59,False
2020-09-30,100,False
