date,social distancing,isPartial
2020-03-27,100,False
2020-03-28,67,False
2020-03-29,66,False
2020-03-30,79,False
2020-03-31,67,False
2020-04-01,61,False
2020-04-02,62,False
2020-04-03,49,False
2020-04-04,56,False
2020-04-05,48,False
2020-04-06,57,False
2020-04-07,61,False
2020-04-08,50,False
2020-04-09,42,False
2020-04-10,0,False
2020-04-11,43,False
2020-04-12,47,False
2020-04-13,65,False
2020-04-14,67,False
2020-04-15,75,False
2020-04-16,55,False
2020-04-17,78,False
2020-04-18,77,False
2020-04-19,0,False
2020-04-20,60,False
2020-04-21,78,False
2020-04-22,67,False
2020-04-23,60,False
2020-04-24,51,False
2020-04-25,49,False
2020-04-26,0,False
