date,social distancing,isPartial
2020-03-24,100,False
2020-03-25,92,False
2020-03-26,47,False
2020-03-27,82,False
2020-03-28,56,False
2020-03-29,55,False
2020-03-30,65,False
2020-03-31,55,False
2020-04-01,50,False
2020-04-02,51,False
2020-04-03,41,False
2020-04-04,46,False
2020-04-05,40,False
2020-04-06,47,False
2020-04-07,50,False
2020-04-08,41,False
2020-04-09,35,False
2020-04-10,0,False
2020-04-11,35,False
2020-04-12,39,False
2020-04-13,53,False
2020-04-14,55,False
2020-04-15,62,False
2020-04-16,46,False
2020-04-17,64,False
2020-04-18,63,False
2020-04-19,0,False
2020-04-20,50,False
2020-04-21,65,False
2020-04-22,55,False
2020-04-23,49,False
