date,social distancing,isPartial
2020-05-30,64,False
2020-05-31,76,False
2020-06-01,100,False
2020-06-02,71,False
2020-06-03,86,False
2020-06-04,78,False
2020-06-05,63,False
2020-06-06,64,False
2020-06-07,43,False
2020-06-08,69,False
2020-06-09,59,False
2020-06-10,62,False
2020-06-11,64,False
2020-06-12,38,False
2020-06-13,36,False
2020-06-14,72,False
2020-06-15,67,False
2020-06-16,51,False
2020-06-17,62,False
2020-06-18,34,False
2020-06-19,55,False
2020-06-20,60,False
2020-06-21,0,False
2020-06-22,50,False
2020-06-23,37,False
2020-06-24,50,False
2020-06-25,29,False
2020-06-26,51,False
2020-06-27,36,False
2020-06-28,49,False
2020-06-29,58,False
