date,social distancing,isPartial
2020-05-29,51,False
2020-05-30,53,False
2020-05-31,71,False
2020-06-01,100,False
2020-06-02,66,False
2020-06-03,74,False
2020-06-04,76,False
2020-06-05,63,False
2020-06-06,58,False
2020-06-07,51,False
2020-06-08,52,False
2020-06-09,58,False
2020-06-10,54,False
2020-06-11,56,False
2020-06-12,39,False
2020-06-13,30,False
2020-06-14,51,False
2020-06-15,60,False
2020-06-16,52,False
2020-06-17,55,False
2020-06-18,33,False
2020-06-19,48,False
2020-06-20,52,False
2020-06-21,35,False
2020-06-22,48,False
2020-06-23,36,False
2020-06-24,37,False
2020-06-25,46,False
2020-06-26,46,False
2020-06-27,33,False
2020-06-28,0,False
