date,social distancing,isPartial
2020-04-27,51,False
2020-04-28,40,False
2020-04-29,45,False
2020-04-30,75,False
2020-05-01,41,False
2020-05-02,55,False
2020-05-03,44,False
2020-05-04,47,False
2020-05-05,42,False
2020-05-06,64,False
2020-05-07,67,False
2020-05-08,81,False
2020-05-09,49,False
2020-05-10,48,False
2020-05-11,55,False
2020-05-12,57,False
2020-05-13,57,False
2020-05-14,76,False
2020-05-15,62,False
2020-05-16,72,False
2020-05-17,76,False
2020-05-18,100,False
2020-05-19,77,False
2020-05-20,94,False
2020-05-21,61,False
2020-05-22,58,False
2020-05-23,64,False
2020-05-24,39,False
2020-05-25,44,False
2020-05-26,64,False
2020-05-27,64,False
