date,social distancing,isPartial
2020-08-19,0,False
2020-08-20,63,False
2020-08-21,0,False
2020-08-22,67,False
2020-08-23,0,False
2020-08-24,81,False
2020-08-25,71,False
2020-08-26,0,False
2020-08-27,71,False
2020-08-28,56,False
2020-08-29,0,False
2020-08-30,0,False
2020-08-31,84,False
2020-09-01,56,False
2020-09-02,0,False
2020-09-03,0,False
2020-09-04,90,False
2020-09-05,0,False
2020-09-06,59,False
2020-09-07,0,False
2020-09-08,73,False
2020-09-09,0,False
2020-09-10,62,False
2020-09-11,49,False
2020-09-12,0,False
2020-09-13,64,False
2020-09-14,82,False
2020-09-15,71,False
2020-09-16,100,False
2020-09-17,94,False
2020-09-18,82,False
