date,social distancing,isPartial
2020-03-28,85,False
2020-03-29,84,False
2020-03-30,100,False
2020-03-31,85,False
2020-04-01,77,False
2020-04-02,79,False
2020-04-03,62,False
2020-04-04,71,False
2020-04-05,61,False
2020-04-06,72,False
2020-04-07,77,False
2020-04-08,64,False
2020-04-09,53,False
2020-04-10,0,False
2020-04-11,54,False
2020-04-12,59,False
2020-04-13,82,False
2020-04-14,84,False
2020-04-15,95,False
2020-04-16,70,False
2020-04-17,99,False
2020-04-18,97,False
2020-04-19,0,False
2020-04-20,76,False
2020-04-21,99,False
2020-04-22,85,False
2020-04-23,76,False
2020-04-24,64,False
2020-04-25,62,False
2020-04-26,0,False
2020-04-27,78,False
