date,social distancing,isPartial
2020-03-18,100,False
2020-03-19,85,False
2020-03-20,88,False
2020-03-21,56,False
2020-03-22,75,False
2020-03-23,61,False
2020-03-24,81,False
2020-03-25,75,False
2020-03-26,38,False
2020-03-27,67,False
2020-03-28,45,False
2020-03-29,44,False
2020-03-30,53,False
2020-03-31,45,False
2020-04-01,41,False
2020-04-02,42,False
2020-04-03,33,False
2020-04-04,37,False
2020-04-05,32,False
2020-04-06,38,False
2020-04-07,41,False
2020-04-08,34,False
2020-04-09,28,False
2020-04-10,0,False
2020-04-11,29,False
2020-04-12,31,False
2020-04-13,43,False
2020-04-14,45,False
2020-04-15,50,False
2020-04-16,37,False
2020-04-17,52,False
