date,work from home,isPartial
2020-08-29,86,False
2020-08-30,69,False
2020-08-31,81,False
2020-09-01,86,False
2020-09-02,94,False
2020-09-03,78,False
2020-09-04,70,False
2020-09-05,56,False
2020-09-06,49,False
2020-09-07,86,False
2020-09-08,59,False
2020-09-09,79,False
2020-09-10,76,False
2020-09-11,100,False
2020-09-12,63,False
2020-09-13,52,False
2020-09-14,77,False
2020-09-15,83,False
2020-09-16,73,False
2020-09-17,56,False
2020-09-18,62,False
2020-09-19,55,False
2020-09-20,84,False
2020-09-21,79,False
2020-09-22,74,False
2020-09-23,70,False
2020-09-24,71,False
2020-09-25,59,False
2020-09-26,50,False
2020-09-27,49,False
2020-09-28,64,False
