date,work from home,isPartial
2020-11-01,87,False
2020-11-02,68,False
2020-11-03,83,False
2020-11-04,100,False
2020-11-05,95,False
2020-11-06,76,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,83,False
2020-11-10,89,False
2020-11-11,90,False
2020-11-12,0,False
2020-11-13,76,False
2020-11-14,0,False
2020-11-15,68,False
2020-11-16,82,False
2020-11-17,96,False
2020-11-18,87,False
2020-11-19,62,False
2020-11-20,87,False
2020-11-21,86,False
2020-11-22,92,False
2020-11-23,69,False
2020-11-24,67,False
2020-11-25,86,False
2020-11-26,87,False
2020-11-27,87,False
2020-11-28,56,False
2020-11-29,0,False
2020-11-30,59,False
2020-12-01,89,False
