date,work from home,isPartial
2020-04-15,82,False
2020-04-16,96,False
2020-04-17,75,False
2020-04-18,52,False
2020-04-19,42,False
2020-04-20,91,False
2020-04-21,94,False
2020-04-22,86,False
2020-04-23,79,False
2020-04-24,79,False
2020-04-25,68,False
2020-04-26,51,False
2020-04-27,83,False
2020-04-28,79,False
2020-04-29,100,False
2020-04-30,95,False
2020-05-01,63,False
2020-05-02,64,False
2020-05-03,49,False
2020-05-04,66,False
2020-05-05,98,False
2020-05-06,71,False
2020-05-07,73,False
2020-05-08,73,False
2020-05-09,93,False
2020-05-10,60,False
2020-05-11,77,False
2020-05-12,75,False
2020-05-13,85,False
2020-05-14,81,False
2020-05-15,87,False
