date,work from home,isPartial
2020-06-25,100,False
2020-06-26,82,False
2020-06-27,59,False
2020-06-28,62,False
2020-06-29,77,False
2020-06-30,83,False
2020-07-01,69,False
2020-07-02,67,False
2020-07-03,74,False
2020-07-04,67,False
2020-07-05,55,False
2020-07-06,79,False
2020-07-07,91,False
2020-07-08,62,False
2020-07-09,69,False
2020-07-10,37,False
2020-07-11,52,False
2020-07-12,45,False
2020-07-13,82,False
2020-07-14,59,False
2020-07-15,79,False
2020-07-16,60,False
2020-07-17,56,False
2020-07-18,51,False
2020-07-19,38,False
2020-07-20,65,False
2020-07-21,63,False
2020-07-22,58,False
2020-07-23,92,False
2020-07-24,67,False
2020-07-25,54,False
