date,work from home,isPartial
2020-04-01,92,False
2020-04-02,75,False
2020-04-03,77,False
2020-04-04,46,False
2020-04-05,48,False
2020-04-06,76,False
2020-04-07,82,False
2020-04-08,88,False
2020-04-09,51,False
2020-04-10,38,False
2020-04-11,31,False
2020-04-12,31,False
2020-04-13,100,False
2020-04-14,65,False
2020-04-15,70,False
2020-04-16,88,False
2020-04-17,77,False
2020-04-18,58,False
2020-04-19,38,False
2020-04-20,80,False
2020-04-21,87,False
2020-04-22,76,False
2020-04-23,71,False
2020-04-24,72,False
2020-04-25,56,False
2020-04-26,50,False
2020-04-27,76,False
2020-04-28,81,False
2020-04-29,88,False
2020-04-30,68,False
2020-05-01,58,False
