date,work from home,isPartial
2020-11-21,79,False
2020-11-22,72,False
2020-11-23,87,False
2020-11-24,82,False
2020-11-25,90,False
2020-11-26,87,False
2020-11-27,81,False
2020-11-28,55,False
2020-11-29,60,False
2020-11-30,73,False
2020-12-01,96,False
2020-12-02,86,False
2020-12-03,75,False
2020-12-04,58,False
2020-12-05,63,False
2020-12-06,0,False
2020-12-07,76,False
2020-12-08,90,False
2020-12-09,100,False
2020-12-10,70,False
2020-12-11,47,False
2020-12-12,60,False
2020-12-13,94,False
2020-12-14,80,False
2020-12-15,0,False
2020-12-16,0,False
2020-12-17,0,False
2020-12-18,88,False
2020-12-19,66,False
2020-12-20,0,False
2020-12-21,60,False
