date,work from home,isPartial
2020-08-23,38,False
2020-08-24,71,False
2020-08-25,83,False
2020-08-26,57,False
2020-08-27,100,False
2020-08-28,49,False
2020-08-29,80,False
2020-08-30,64,False
2020-08-31,74,False
2020-09-01,79,False
2020-09-02,87,False
2020-09-03,71,False
2020-09-04,65,False
2020-09-05,52,False
2020-09-06,45,False
2020-09-07,80,False
2020-09-08,54,False
2020-09-09,73,False
2020-09-10,70,False
2020-09-11,92,False
2020-09-12,58,False
2020-09-13,48,False
2020-09-14,71,False
2020-09-15,76,False
2020-09-16,67,False
2020-09-17,51,False
2020-09-18,57,False
2020-09-19,50,False
2020-09-20,77,False
2020-09-21,73,False
2020-09-22,68,False
