date,work from home,isPartial
2020-09-15,99,False
2020-09-16,80,False
2020-09-17,58,False
2020-09-18,64,False
2020-09-19,60,False
2020-09-20,100,False
2020-09-21,81,False
2020-09-22,93,False
2020-09-23,89,False
2020-09-24,86,False
2020-09-25,73,False
2020-09-26,58,False
2020-09-27,52,False
2020-09-28,77,False
2020-09-29,83,False
2020-09-30,86,False
2020-10-01,72,False
2020-10-02,37,False
2020-10-03,67,False
2020-10-04,53,False
2020-10-05,92,False
2020-10-06,46,False
2020-10-07,67,False
2020-10-08,68,False
2020-10-09,61,False
2020-10-10,54,False
2020-10-11,65,False
2020-10-12,91,False
2020-10-13,61,False
2020-10-14,83,False
2020-10-15,75,False
