date,work from home,isPartial
2020-08-19,100,False
2020-08-20,65,False
2020-08-21,69,False
2020-08-22,41,False
2020-08-23,37,False
2020-08-24,68,False
2020-08-25,79,False
2020-08-26,54,False
2020-08-27,95,False
2020-08-28,46,False
2020-08-29,76,False
2020-08-30,61,False
2020-08-31,71,False
2020-09-01,76,False
2020-09-02,83,False
2020-09-03,68,False
2020-09-04,62,False
2020-09-05,49,False
2020-09-06,43,False
2020-09-07,76,False
2020-09-08,51,False
2020-09-09,70,False
2020-09-10,66,False
2020-09-11,88,False
2020-09-12,55,False
2020-09-13,46,False
2020-09-14,68,False
2020-09-15,73,False
2020-09-16,64,False
2020-09-17,49,False
2020-09-18,55,False
