date,work from home,isPartial
2020-11-05,98,False
2020-11-06,79,False
2020-11-07,0,False
2020-11-08,0,False
2020-11-09,86,False
2020-11-10,92,False
2020-11-11,93,False
2020-11-12,0,False
2020-11-13,78,False
2020-11-14,0,False
2020-11-15,71,False
2020-11-16,85,False
2020-11-17,100,False
2020-11-18,90,False
2020-11-19,65,False
2020-11-20,90,False
2020-11-21,89,False
2020-11-22,96,False
2020-11-23,71,False
2020-11-24,70,False
2020-11-25,89,False
2020-11-26,90,False
2020-11-27,90,False
2020-11-28,58,False
2020-11-29,0,False
2020-11-30,62,False
2020-12-01,92,False
2020-12-02,78,False
2020-12-03,71,False
2020-12-04,67,False
2020-12-05,84,False
