date,work from home,isPartial
2020-06-17,68,False
2020-06-18,71,False
2020-06-19,71,False
2020-06-20,52,False
2020-06-21,53,False
2020-06-22,68,False
2020-06-23,75,False
2020-06-24,100,False
2020-06-25,97,False
2020-06-26,79,False
2020-06-27,57,False
2020-06-28,61,False
2020-06-29,75,False
2020-06-30,80,False
2020-07-01,67,False
2020-07-02,65,False
2020-07-03,72,False
2020-07-04,65,False
2020-07-05,53,False
2020-07-06,77,False
2020-07-07,88,False
2020-07-08,60,False
2020-07-09,67,False
2020-07-10,36,False
2020-07-11,50,False
2020-07-12,44,False
2020-07-13,80,False
2020-07-14,57,False
2020-07-15,76,False
2020-07-16,58,False
2020-07-17,55,False
