date,work from home,isPartial
2020-04-18,47,False
2020-04-19,38,False
2020-04-20,82,False
2020-04-21,85,False
2020-04-22,78,False
2020-04-23,72,False
2020-04-24,71,False
2020-04-25,61,False
2020-04-26,46,False
2020-04-27,75,False
2020-04-28,71,False
2020-04-29,90,False
2020-04-30,86,False
2020-05-01,57,False
2020-05-02,58,False
2020-05-03,44,False
2020-05-04,59,False
2020-05-05,89,False
2020-05-06,64,False
2020-05-07,66,False
2020-05-08,66,False
2020-05-09,84,False
2020-05-10,54,False
2020-05-11,70,False
2020-05-12,68,False
2020-05-13,77,False
2020-05-14,74,False
2020-05-15,79,False
2020-05-16,73,False
2020-05-17,54,False
2020-05-18,100,False
