date,work from home,isPartial
2020-10-08,74,False
2020-10-09,67,False
2020-10-10,60,False
2020-10-11,71,False
2020-10-12,100,False
2020-10-13,67,False
2020-10-14,91,False
2020-10-15,82,False
2020-10-16,90,False
2020-10-17,48,False
2020-10-18,75,False
2020-10-19,60,False
2020-10-20,57,False
2020-10-21,65,False
2020-10-22,67,False
2020-10-23,77,False
2020-10-24,43,False
2020-10-25,65,False
2020-10-26,72,False
2020-10-27,78,False
2020-10-28,94,False
2020-10-29,51,False
2020-10-30,45,False
2020-10-31,0,False
2020-11-01,69,False
2020-11-02,59,False
2020-11-03,69,False
2020-11-04,75,False
2020-11-05,69,False
2020-11-06,54,False
2020-11-07,43,False
