date,work from home,isPartial
2020-12-09,72,False
2020-12-10,57,False
2020-12-11,72,False
2020-12-12,0,False
2020-12-13,0,False
2020-12-14,69,False
2020-12-15,78,False
2020-12-16,0,False
2020-12-17,0,False
2020-12-18,55,False
2020-12-19,0,False
2020-12-20,64,False
2020-12-21,0,False
2020-12-22,65,False
2020-12-23,0,False
2020-12-24,0,False
2020-12-25,0,False
2020-12-26,0,False
2020-12-27,66,False
2020-12-28,54,False
2020-12-29,57,False
2020-12-30,0,False
2020-12-31,0,False
2021-01-01,0,False
2021-01-02,73,False
2021-01-03,78,False
2021-01-04,100,False
2021-01-05,95,False
2021-01-06,93,False
2021-01-07,73,False
2021-01-08,97,False
