date,work from home,isPartial
2020-03-16,100,False
2020-03-17,97,False
2020-03-18,79,False
2020-03-19,64,False
2020-03-20,67,False
2020-03-21,36,False
2020-03-22,41,False
2020-03-23,54,False
2020-03-24,51,False
2020-03-25,60,False
2020-03-26,50,False
2020-03-27,55,False
2020-03-28,23,False
2020-03-29,30,False
2020-03-30,38,False
2020-03-31,52,False
2020-04-01,48,False
2020-04-02,39,False
2020-04-03,40,False
2020-04-04,24,False
2020-04-05,25,False
2020-04-06,39,False
2020-04-07,43,False
2020-04-08,46,False
2020-04-09,26,False
2020-04-10,20,False
2020-04-11,16,False
2020-04-12,16,False
2020-04-13,52,False
2020-04-14,34,False
2020-04-15,36,False
