date,work from home,isPartial
2020-03-20,100,False
2020-03-21,53,False
2020-03-22,62,False
2020-03-23,80,False
2020-03-24,76,False
2020-03-25,90,False
2020-03-26,74,False
2020-03-27,82,False
2020-03-28,35,False
2020-03-29,44,False
2020-03-30,57,False
2020-03-31,78,False
2020-04-01,71,False
2020-04-02,59,False
2020-04-03,60,False
2020-04-04,36,False
2020-04-05,37,False
2020-04-06,59,False
2020-04-07,64,False
2020-04-08,69,False
2020-04-09,40,False
2020-04-10,29,False
2020-04-11,24,False
2020-04-12,24,False
2020-04-13,78,False
2020-04-14,50,False
2020-04-15,54,False
2020-04-16,68,False
2020-04-17,60,False
2020-04-18,45,False
2020-04-19,30,False
