date,work from home,isPartial
2020-04-30,61,False
2020-05-01,66,False
2020-05-02,60,False
2020-05-03,51,False
2020-05-04,51,False
2020-05-05,84,False
2020-05-06,59,False
2020-05-07,61,False
2020-05-08,66,False
2020-05-09,85,False
2020-05-10,55,False
2020-05-11,77,False
2020-05-12,65,False
2020-05-13,74,False
2020-05-14,63,False
2020-05-15,66,False
2020-05-16,66,False
2020-05-17,48,False
2020-05-18,100,False
2020-05-19,92,False
2020-05-20,67,False
2020-05-21,70,False
2020-05-22,93,False
2020-05-23,59,False
2020-05-24,55,False
2020-05-25,72,False
2020-05-26,88,False
2020-05-27,92,False
2020-05-28,94,False
2020-05-29,96,False
2020-05-30,80,False
