date,work from home,isPartial
2020-04-10,43,False
2020-04-11,38,False
2020-04-12,42,False
2020-04-13,100,False
2020-04-14,66,False
2020-04-15,76,False
2020-04-16,89,False
2020-04-17,69,False
2020-04-18,48,False
2020-04-19,39,False
2020-04-20,84,False
2020-04-21,87,False
2020-04-22,80,False
2020-04-23,73,False
2020-04-24,73,False
2020-04-25,63,False
2020-04-26,47,False
2020-04-27,77,False
2020-04-28,73,False
2020-04-29,92,False
2020-04-30,87,False
2020-05-01,58,False
2020-05-02,59,False
2020-05-03,45,False
2020-05-04,60,False
2020-05-05,91,False
2020-05-06,66,False
2020-05-07,68,False
2020-05-08,68,False
2020-05-09,86,False
2020-05-10,55,False
