date,work from home,isPartial
2020-03-17,100,False
2020-03-18,82,False
2020-03-19,66,False
2020-03-20,69,False
2020-03-21,37,False
2020-03-22,43,False
2020-03-23,55,False
2020-03-24,52,False
2020-03-25,62,False
2020-03-26,51,False
2020-03-27,57,False
2020-03-28,24,False
2020-03-29,31,False
2020-03-30,40,False
2020-03-31,54,False
2020-04-01,49,False
2020-04-02,40,False
2020-04-03,41,False
2020-04-04,25,False
2020-04-05,26,False
2020-04-06,41,False
2020-04-07,44,False
2020-04-08,47,False
2020-04-09,27,False
2020-04-10,20,False
2020-04-11,17,False
2020-04-12,16,False
2020-04-13,54,False
2020-04-14,35,False
2020-04-15,37,False
2020-04-16,47,False
