date,work from home,isPartial
2020-04-26,41,False
2020-04-27,70,False
2020-04-28,75,False
2020-04-29,93,False
2020-04-30,65,False
2020-05-01,56,False
2020-05-02,62,False
2020-05-03,49,False
2020-05-04,65,False
2020-05-05,85,False
2020-05-06,51,False
2020-05-07,61,False
2020-05-08,58,False
2020-05-09,59,False
2020-05-10,47,False
2020-05-11,70,False
2020-05-12,69,False
2020-05-13,75,False
2020-05-14,72,False
2020-05-15,69,False
2020-05-16,68,False
2020-05-17,38,False
2020-05-18,100,False
2020-05-19,88,False
2020-05-20,79,False
2020-05-21,79,False
2020-05-22,93,False
2020-05-23,70,False
2020-05-24,49,False
2020-05-25,72,False
2020-05-26,89,False
