date,Quarantine,isPartial
2020-09-30,72,False
2020-10-01,70,False
2020-10-02,63,False
2020-10-03,60,False
2020-10-04,60,False
2020-10-05,69,False
2020-10-06,67,False
2020-10-07,75,False
2020-10-08,67,False
2020-10-09,55,False
2020-10-10,63,False
2020-10-11,54,False
2020-10-12,56,False
2020-10-13,63,False
2020-10-14,58,False
2020-10-15,61,False
2020-10-16,68,False
2020-10-17,63,False
2020-10-18,60,False
2020-10-19,87,False
2020-10-20,96,False
2020-10-21,95,False
2020-10-22,91,False
2020-10-23,94,False
2020-10-24,100,False
2020-10-25,83,False
2020-10-26,86,False
2020-10-27,88,False
2020-10-28,77,False
2020-10-29,63,False
2020-10-30,63,False
