date,Quarantine,isPartial
2020-09-21,59,False
2020-09-22,65,False
2020-09-23,54,False
2020-09-24,59,False
2020-09-25,62,False
2020-09-26,55,False
2020-09-27,62,False
2020-09-28,90,False
2020-09-29,85,False
2020-09-30,75,False
2020-10-01,72,False
2020-10-02,69,False
2020-10-03,65,False
2020-10-04,64,False
2020-10-05,74,False
2020-10-06,72,False
2020-10-07,81,False
2020-10-08,67,False
2020-10-09,59,False
2020-10-10,64,False
2020-10-11,55,False
2020-10-12,56,False
2020-10-13,66,False
2020-10-14,66,False
2020-10-15,69,False
2020-10-16,70,False
2020-10-17,62,False
2020-10-18,64,False
2020-10-19,93,False
2020-10-20,100,False
2020-10-21,94,False
