date,Quarantine,isPartial
2020-11-15,58,False
2020-11-16,71,False
2020-11-17,58,False
2020-11-18,62,False
2020-11-19,64,False
2020-11-20,71,False
2020-11-21,60,False
2020-11-22,70,False
2020-11-23,69,False
2020-11-24,48,False
2020-11-25,71,False
2020-11-26,53,False
2020-11-27,60,False
2020-11-28,58,False
2020-11-29,47,False
2020-11-30,100,False
2020-12-01,88,False
2020-12-02,66,False
2020-12-03,64,False
2020-12-04,74,False
2020-12-05,60,False
2020-12-06,48,False
2020-12-07,65,False
2020-12-08,51,False
2020-12-09,73,False
2020-12-10,60,False
2020-12-11,60,False
2020-12-12,51,False
2020-12-13,67,False
2020-12-14,58,False
2020-12-15,57,False
